Node id,Node name,Node Type
232,DNCP-SICP-CODE-212,institution
233,DNCP-SICP-CODE-86,institution
234,DNCP-SICP-CODE-93,institution
235,DNCP-SICP-CODE-151,institution
236,DNCP-SICP-CODE-153,institution
237,DNCP-SICP-CODE-154,institution
238,DNCP-SICP-CODE-201,institution
239,DNCP-SICP-CODE-113,institution
240,DNCP-SICP-CODE-47,institution
241,DNCP-SICP-CODE-70,institution
242,DNCP-SICP-CODE-248,institution
243,DNCP-SICP-CODE-356,institution
244,DNCP-SICP-CODE-125,institution
245,DNCP-SICP-CODE-116,institution
246,DNCP-SICP-CODE-84,institution
247,DNCP-SICP-CODE-126,institution
248,DNCP-SICP-CODE-171,institution
249,DNCP-SICP-CODE-206,institution
250,DNCP-SICP-CODE-259,institution
251,DNCP-SICP-CODE-348,institution
252,DNCP-SICP-CODE-373,institution
253,DNCP-SICP-CODE-192,institution
254,DNCP-SICP-CODE-285,institution
255,DNCP-SICP-CODE-109,institution
256,DNCP-SICP-CODE-353,institution
257,DNCP-SICP-CODE-224,institution
258,DNCP-SICP-CODE-195,institution
259,DNCP-SICP-CODE-241,institution
260,DNCP-SICP-CODE-239,institution
261,DNCP-SICP-CODE-53,institution
262,DNCP-SICP-CODE-133,institution
263,DNCP-SICP-CODE-344,institution
264,DNCP-SICP-CODE-223,institution
265,DNCP-SICP-CODE-364,institution
266,DNCP-SICP-CODE-46,institution
267,DNCP-SICP-CODE-71,institution
268,DNCP-SICP-CODE-339,institution
269,DNCP-SICP-CODE-240,institution
270,DNCP-SICP-CODE-345,institution
271,DNCP-SICP-CODE-252,institution
272,DNCP-SICP-CODE-149,institution
273,DNCP-SICP-CODE-150,institution
274,DNCP-SICP-CODE-254,institution
275,DNCP-SICP-CODE-349,institution
276,DNCP-SICP-CODE-274,institution
277,DNCP-SICP-CODE-283,institution
278,DNCP-SICP-CODE-282,institution
279,DNCP-SICP-CODE-198,institution
280,DNCP-SICP-CODE-377,institution
281,DNCP-SICP-CODE-245,institution
282,DNCP-SICP-CODE-175,institution
283,DNCP-SICP-CODE-328,institution
284,DNCP-SICP-CODE-253,institution
285,DNCP-SICP-CODE-110,institution
286,DNCP-SICP-CODE-54,institution
287,DNCP-SICP-CODE-58,institution
288,DNCP-SICP-CODE-362,institution
289,DNCP-SICP-CODE-262,institution
290,DNCP-SICP-CODE-343,institution
291,DNCP-SICP-CODE-119,institution
292,DNCP-SICP-CODE-33,institution
293,DNCP-SICP-CODE-38,institution
294,DNCP-SICP-CODE-374,institution
295,DNCP-SICP-CODE-293,institution
296,DNCP-SICP-CODE-263,institution
297,DNCP-SICP-CODE-288,institution
298,DNCP-SICP-CODE-52,institution
299,DNCP-SICP-CODE-184,institution
300,DNCP-SICP-CODE-139,institution
301,DNCP-SICP-CODE-68,institution
302,DNCP-SICP-CODE-35,institution
303,DNCP-SICP-CODE-94,institution
304,DNCP-SICP-CODE-96,institution
305,DNCP-SICP-CODE-216,institution
306,DNCP-SICP-CODE-275,institution
307,DNCP-SICP-CODE-365,institution
308,DNCP-SICP-CODE-8,institution
309,DNCP-SICP-CODE-164,institution
310,DNCP-SICP-CODE-330,institution
311,DNCP-SICP-CODE-127,institution
312,DNCP-SICP-CODE-363,institution
313,DNCP-SICP-CODE-375,institution
314,DNCP-SICP-CODE-227,institution
315,DNCP-SICP-CODE-331,institution
316,DNCP-SICP-CODE-264,institution
317,DNCP-SICP-CODE-219,institution
318,DNCP-SICP-CODE-89,institution
319,DNCP-SICP-CODE-354,institution
320,DNCP-SICP-CODE-146,institution
321,DNCP-SICP-CODE-168,institution
322,DNCP-SICP-CODE-41,institution
323,DNCP-SICP-CODE-255,institution
324,DNCP-SICP-CODE-242,institution
325,DNCP-SICP-CODE-161,institution
326,DNCP-SICP-CODE-111,institution
327,DNCP-SICP-CODE-295,institution
328,DNCP-SICP-CODE-170,institution
329,DNCP-SICP-CODE-258,institution
330,DNCP-SICP-CODE-10,institution
331,DNCP-SICP-CODE-166,institution
332,DNCP-SICP-CODE-228,institution
333,DNCP-SICP-CODE-319,institution
334,DNCP-SICP-CODE-7,institution
335,DNCP-SICP-CODE-29,institution
336,DNCP-SICP-CODE-250,institution
337,DNCP-SICP-CODE-357,institution
338,DNCP-SICP-CODE-130,institution
339,DNCP-SICP-CODE-346,institution
340,DNCP-SICP-CODE-56,institution
341,DNCP-SICP-CODE-72,institution
342,DNCP-SICP-CODE-147,institution
343,DNCP-SICP-CODE-152,institution
344,DNCP-SICP-CODE-180,institution
345,DNCP-SICP-CODE-388,institution
346,DNCP-SICP-CODE-103,institution
347,DNCP-SICP-CODE-366,institution
348,DNCP-SICP-CODE-384,institution
349,DNCP-SICP-CODE-215,institution
350,DNCP-SICP-CODE-222,institution
351,DNCP-SICP-CODE-16,institution
352,DNCP-SICP-CODE-369,institution
353,DNCP-SICP-CODE-383,institution
354,DNCP-SICP-CODE-243,institution
355,DNCP-SICP-CODE-386,institution
356,DNCP-SICP-CODE-114,institution
357,DNCP-SICP-CODE-261,institution
358,DNCP-SICP-CODE-380,institution
359,DNCP-SICP-CODE-165,institution
360,DNCP-SICP-CODE-350,institution
361,DNCP-SICP-CODE-158,institution
362,DNCP-SICP-CODE-341,institution
363,DNCP-SICP-CODE-361,institution
364,DNCP-SICP-CODE-310,institution
365,DNCP-SICP-CODE-34,institution
366,DNCP-SICP-CODE-387,institution
367,DNCP-SICP-CODE-385,institution
368,DNCP-SICP-CODE-390,institution
369,DNCP-SICP-CODE-370,institution
370,DNCP-SICP-CODE-381,institution
371,DNCP-SICP-CODE-382,institution
372,DNCP-SICP-CODE-296,institution
373,DNCP-SICP-CODE-389,institution
374,DNCP-SICP-CODE-287,institution
375,PY-RUC-1001174-9,supplier
376,PY-RUC-1001336-9,supplier
377,PY-RUC-1001434-9,supplier
378,PY-RUC-1001661-9,supplier
379,PY-RUC-1001746-1,supplier
380,PY-RUC-1002446-8,supplier
381,PY-RUC-1002623-1,supplier
382,PY-RUC-1002921-4,supplier
383,PY-RUC-1002970-2,supplier
384,PY-RUC-1003007-7,supplier
385,PY-RUC-1003119,supplier
386,PY-RUC-1003265-7,supplier
387,PY-RUC-1003587-7,supplier
388,PY-RUC-1004093-5,supplier
389,PY-RUC-1004316-0,supplier
390,PY-RUC-1004405-1,supplier
391,PY-RUC-1004662-3,supplier
392,PY-RUC-1004769-7,supplier
393,PY-RUC-1004866-9,supplier
394,PY-RUC-1005122-8,supplier
395,PY-RUC-1005539-8,supplier
396,PY-RUC-1005746-3,supplier
397,PY-RUC-1007448-1,supplier
398,PY-RUC-1007659-0,supplier
399,PY-RUC-1008059-7,supplier
400,PY-RUC-1008134-8,supplier
401,PY-RUC-1008289-1,supplier
402,PY-RUC-1008323-5,supplier
403,PY-RUC-1008372-3,supplier
404,PY-RUC-1008451-7,supplier
405,PY-RUC-1008485-1,supplier
406,PY-RUC-1009013-4,supplier
407,PY-RUC-1009022-3,supplier
408,PY-RUC-1009233-1,supplier
409,PY-RUC-1009302-8,supplier
410,PY-RUC-1009418-0,supplier
411,PY-RUC-1009420-2,supplier
412,PY-RUC-1009611-6,supplier
413,PY-RUC-1010094-6,supplier
414,PY-RUC-1010688-0,supplier
415,PY-RUC-1010787-8,supplier
416,PY-RUC-1011466-1,supplier
417,PY-RUC-1011758-0,supplier
418,PY-RUC-1011983-3,supplier
419,PY-RUC-1012194-3,supplier
420,PY-RUC-1013434-4,supplier
421,PY-RUC-1013454,supplier
422,PY-RUC-1013743-2,supplier
423,PY-RUC-1013889,supplier
424,PY-RUC-1014643-1,supplier
425,PY-RUC-1014799-3,supplier
426,PY-RUC-1014973-2,supplier
427,PY-RUC-1014989-9,supplier
428,PY-RUC-1015079,supplier
429,PY-RUC-101510-9,supplier
430,PY-RUC-1015154-0,supplier
431,PY-RUC-1015660-7,supplier
432,PY-RUC-1015724-7,supplier
433,PY-RUC-1016101-5,supplier
434,PY-RUC-1016350-6,supplier
435,PY-RUC-1017001-4,supplier
436,PY-RUC-1017030-8,supplier
437,PY-RUC-1017071-5,supplier
438,PY-RUC-1017086-3,supplier
439,PY-RUC-1017663-2,supplier
440,PY-RUC-1017774-4,supplier
441,PY-RUC-1018332-9,supplier
442,PY-RUC-1019060-0,supplier
443,PY-RUC-1019200-0,supplier
444,PY-RUC-1019787-7,supplier
445,PY-RUC-1020198-0,supplier
446,PY-RUC-1020491-1,supplier
447,PY-RUC-1020804-6,supplier
448,PY-RUC-1020811-9,supplier
449,PY-RUC-1021390-2,supplier
450,PY-RUC-1021413-5,supplier
451,PY-RUC-1021486-0,supplier
452,PY-RUC-1021537-9,supplier
453,PY-RUC-1021706-1,supplier
454,PY-RUC-1021752-5,supplier
455,PY-RUC-1021930-7,supplier
456,PY-RUC-1022045-3,supplier
457,PY-RUC-1023290-7,supplier
458,PY-RUC-1023430-6,supplier
459,PY-RUC-1023627-9,supplier
460,PY-RUC-1024786-6,supplier
461,PY-RUC-1024818-8,supplier
462,PY-RUC-1024855-2,supplier
463,PY-RUC-1024979-6,supplier
464,PY-RUC-1025082-4,supplier
465,PY-RUC-1025185-5,supplier
466,PY-RUC-1025861-2,supplier
467,PY-RUC-1026255-5,supplier
468,PY-RUC-1026293-8,supplier
469,PY-RUC-1026430-2,supplier
470,PY-RUC-1026444-2,supplier
471,PY-RUC-102645-3,supplier
472,PY-RUC-1026486-8,supplier
473,PY-RUC-1026844-8,supplier
474,PY-RUC-1026966-5,supplier
475,PY-RUC-1027327-1,supplier
476,PY-RUC-1027361-1,supplier
477,PY-RUC-102836-7,supplier
478,PY-RUC-1028623-3,supplier
479,PY-RUC-1030626-9,supplier
480,PY-RUC-1031162-9,supplier
481,PY-RUC-1031203-0,supplier
482,PY-RUC-1032044-0,supplier
483,PY-RUC-1032896-3,supplier
484,PY-RUC-1033203-0,supplier
485,PY-RUC-1033257,supplier
486,PY-RUC-1033571-4,supplier
487,PY-RUC-1033676-1,supplier
488,PY-RUC-1033828-4,supplier
489,PY-RUC-1034098-0,supplier
490,PY-RUC-1034462,supplier
491,PY-RUC-1035412-3,supplier
492,PY-RUC-1035715-7,supplier
493,PY-RUC-1036542,supplier
494,PY-RUC-1036581-8,supplier
495,PY-RUC-1036701-2,supplier
496,PY-RUC-1037618-6,supplier
497,PY-RUC-1037989-4,supplier
498,PY-RUC-1038322-0,supplier
499,PY-RUC-1038666-1,supplier
500,PY-RUC-1039009-0,supplier
501,PY-RUC-1039593-8,supplier
502,PY-RUC-1039717-5,supplier
503,PY-RUC-1039826-0,supplier
504,PY-RUC-1039990-9,supplier
505,PY-RUC-1040061-3,supplier
506,PY-RUC-1040064-8,supplier
507,PY-RUC-1040207-1,supplier
508,PY-RUC-1040305-1,supplier
509,PY-RUC-1040352-3,supplier
510,PY-RUC-1040395-7,supplier
511,PY-RUC-1040416-3,supplier
512,PY-RUC-1040435-0,supplier
513,PY-RUC-1040828-2,supplier
514,PY-RUC-1041181-0,supplier
515,PY-RUC-1041336-7,supplier
516,PY-RUC-1041358-8,supplier
517,PY-RUC-1041675-7,supplier
518,PY-RUC-1041749-4,supplier
519,PY-RUC-1041919-5,supplier
520,PY-RUC-1041968-3,supplier
521,PY-RUC-1042260-9,supplier
522,PY-RUC-1042383-4,supplier
523,PY-RUC-1042514-4,supplier
524,PY-RUC-1043169-1,supplier
525,PY-RUC-1043266-3,supplier
526,PY-RUC-1043274-4,supplier
527,PY-RUC-1043339-2,supplier
528,PY-RUC-1043386-4,supplier
529,PY-RUC-1043555-7,supplier
530,PY-RUC-1043890-4,supplier
531,PY-RUC-1043912-9,supplier
532,PY-RUC-1043988-9,supplier
533,PY-RUC-1044010-0,supplier
534,PY-RUC-1044893-4,supplier
535,PY-RUC-1044948-5,supplier
536,PY-RUC-1045182-0,supplier
537,PY-RUC-1045583-3,supplier
538,PY-RUC-1046051-9,supplier
539,PY-RUC-1046145-0,supplier
540,PY-RUC-1046700-9,supplier
541,PY-RUC-1047147-2,supplier
542,PY-RUC-1047384-0,supplier
543,PY-RUC-1047561-3,supplier
544,PY-RUC-1047656-3,supplier
545,PY-RUC-1047723-3,supplier
546,PY-RUC-1047954-6,supplier
547,PY-RUC-1047962-7,supplier
548,PY-RUC-1048111-7,supplier
549,PY-RUC-1048256-3,supplier
550,PY-RUC-1048899-5,supplier
551,PY-RUC-1049081-7,supplier
552,PY-RUC-1049084-1,supplier
553,PY-RUC-1049244,supplier
554,PY-RUC-1049703-0,supplier
555,PY-RUC-1049777-3,supplier
556,PY-RUC-1050016-2,supplier
557,PY-RUC-1050076-6,supplier
558,PY-RUC-1050085-5,supplier
559,PY-RUC-1050244-0,supplier
560,PY-RUC-1050367-6,supplier
561,PY-RUC-1050551-2,supplier
562,PY-RUC-1050766-3,supplier
563,PY-RUC-1051069-9,supplier
564,PY-RUC-1051089-3,supplier
565,PY-RUC-105119-9,supplier
566,PY-RUC-1051482-1,supplier
567,PY-RUC-1051871-1,supplier
568,PY-RUC-1051881-9,supplier
569,PY-RUC-1052049-0,supplier
570,PY-RUC-1052313-8,supplier
571,PY-RUC-1052498-3,supplier
572,PY-RUC-1052742-7,supplier
573,PY-RUC-1052959-4,supplier
574,PY-RUC-1053733-3,supplier
575,PY-RUC-1054076-8,supplier
576,PY-RUC-1054089-0,supplier
577,PY-RUC-1054532-8,supplier
578,PY-RUC-1054593-0,supplier
579,PY-RUC-1054638-3,supplier
580,PY-RUC-1054958-7,supplier
581,PY-RUC-1055192-1,supplier
582,PY-RUC-1055318-5,supplier
583,PY-RUC-1055414-9,supplier
584,PY-RUC-1055568-4,supplier
585,PY-RUC-1055673-7,supplier
586,PY-RUC-1055686-9,supplier
587,PY-RUC-1055883-7,supplier
588,PY-RUC-1055898-5,supplier
589,PY-RUC-1056205-2,supplier
590,PY-RUC-1056314-8,supplier
591,PY-RUC-1056526-4,supplier
592,PY-RUC-1056704-6,supplier
593,PY-RUC-1056732-1,supplier
594,PY-RUC-1056794-1,supplier
595,PY-RUC-1056838-7,supplier
596,PY-RUC-1056922-7,supplier
597,PY-RUC-1057265-1,supplier
598,PY-RUC-1057594,supplier
599,PY-RUC-1057602-9,supplier
600,PY-RUC-1057773-4,supplier
601,PY-RUC-1057813-7,supplier
602,PY-RUC-1058159-6,supplier
603,PY-RUC-1058362-9,supplier
604,PY-RUC-1058543-5,supplier
605,PY-RUC-1059068-4,supplier
606,PY-RUC-1059169-9,supplier
607,PY-RUC-105934-3,supplier
608,PY-RUC-1059468,supplier
609,PY-RUC-1059469-8,supplier
610,PY-RUC-1059564-3,supplier
611,PY-RUC-1059942-8,supplier
612,PY-RUC-1059973-8,supplier
613,PY-RUC-1060218-6,supplier
614,PY-RUC-1060434-0,supplier
615,PY-RUC-1060784,supplier
616,PY-RUC-1061105-3,supplier
617,PY-RUC-1061155-0,supplier
618,PY-RUC-1061410-9,supplier
619,PY-RUC-1061494-0,supplier
620,PY-RUC-1061701-9,supplier
621,PY-RUC-1061897-0,supplier
622,PY-RUC-1062002-8,supplier
623,PY-RUC-1062357-4,supplier
624,PY-RUC-1062370-1,supplier
625,PY-RUC-1062543-7,supplier
626,PY-RUC-106286,supplier
627,PY-RUC-1062896-7,supplier
628,PY-RUC-1063366-9,supplier
629,PY-RUC-1063562-9,supplier
630,PY-RUC-1063699-4,supplier
631,PY-RUC-106394-4,supplier
632,PY-RUC-1064100-9,supplier
633,PY-RUC-1064215,supplier
634,PY-RUC-1064339-7,supplier
635,PY-RUC-1064636-1,supplier
636,PY-RUC-1064685-0,supplier
637,PY-RUC-1064688-4,supplier
638,PY-RUC-1065469-0,supplier
639,PY-RUC-1065513-1,supplier
640,PY-RUC-1065748-7,supplier
641,PY-RUC-1065934-0,supplier
642,PY-RUC-1066732-6,supplier
643,PY-RUC-1066802-0,supplier
644,PY-RUC-1067069-6,supplier
645,PY-RUC-1067136-6,supplier
646,PY-RUC-1067865-4,supplier
647,PY-RUC-1067996-0,supplier
648,PY-RUC-1068140-0,supplier
649,PY-RUC-1068661-4,supplier
650,PY-RUC-1069045-0,supplier
651,PY-RUC-1069223-1,supplier
652,PY-RUC-1069380-7,supplier
653,PY-RUC-1069387-4,supplier
654,PY-RUC-1069741-1,supplier
655,PY-RUC-1070003-0,supplier
656,PY-RUC-1070151-6,supplier
657,PY-RUC-1070223-7,supplier
658,PY-RUC-1071827-3,supplier
659,PY-RUC-1072287-4,supplier
660,PY-RUC-1072852,supplier
661,PY-RUC-1072971-2,supplier
662,PY-RUC-1073345-0,supplier
663,PY-RUC-1073904-1,supplier
664,PY-RUC-1074373-1,supplier
665,PY-RUC-1074628-5,supplier
666,PY-RUC-1074841-5,supplier
667,PY-RUC-1074902-0,supplier
668,PY-RUC-1075242-0,supplier
669,PY-RUC-1075528-4,supplier
670,PY-RUC-107694-9,supplier
671,PY-RUC-1076945-5,supplier
672,PY-RUC-1077075-5,supplier
673,PY-RUC-1077109-3,supplier
674,PY-RUC-1077168-9,supplier
675,PY-RUC-1077182-4,supplier
676,PY-RUC-1077687-7,supplier
677,PY-RUC-1077894-2,supplier
678,PY-RUC-1078677-5,supplier
679,PY-RUC-1079043-8,supplier
680,PY-RUC-1079987-7,supplier
681,PY-RUC-1080218-5,supplier
682,PY-RUC-1080548-6,supplier
683,PY-RUC-1080819-1,supplier
684,PY-RUC-1081464-7,supplier
685,PY-RUC-1081489-2,supplier
686,PY-RUC-1081583-0,supplier
687,PY-RUC-1081765-4,supplier
688,PY-RUC-1081987-8,supplier
689,PY-RUC-1082685-8,supplier
690,PY-RUC-1083036-7,supplier
691,PY-RUC-1083506-7,supplier
692,PY-RUC-1083544-0,supplier
693,PY-RUC-1083609-8,supplier
694,PY-RUC-1083826-0,supplier
695,PY-RUC-1084303-5,supplier
696,PY-RUC-1084402-3,supplier
697,PY-RUC-1084800-2,supplier
698,PY-RUC-1085790-7,supplier
699,PY-RUC-1087033-4,supplier
700,PY-RUC-1087040-7,supplier
701,PY-RUC-1087196-9,supplier
702,PY-RUC-1088063-1,supplier
703,PY-RUC-1088622-2,supplier
704,PY-RUC-1089295-8,supplier
705,PY-RUC-1089300-8,supplier
706,PY-RUC-1089390-3,supplier
707,PY-RUC-1089664-3,supplier
708,PY-RUC-1089998-7,supplier
709,PY-RUC-1090108-6,supplier
710,PY-RUC-1090795-5,supplier
711,PY-RUC-1091093-0,supplier
712,PY-RUC-1091191-0,supplier
713,PY-RUC-1091218,supplier
714,PY-RUC-1091425-0,supplier
715,PY-RUC-1091759-4,supplier
716,PY-RUC-1091919-8,supplier
